instrument_name,strike,expiry_date,option_type,best_bid_price,best_ask_price,underlying_price,mark_iv,funding_rate,timestamp
BTC-27MAR26-95000-P,95000.0,2026-03-27 08:00:00+00:00,put,0.278,0.2845,74170.38,,,2026-03-16 14:01:52.414762+00:00
BTC-27MAR26-96000-C,96000.0,2026-03-27 08:00:00+00:00,put,0.0003,0.0005,74175.55,,,2026-03-16 14:01:52.509952+00:00
BTC-27MAR26-96000-P,96000.0,2026-03-27 08:00:00+00:00,put,0.2915,0.298,74175.55,,,2026-03-16 14:01:52.592225+00:00
BTC-27MAR26-98000-C,98000.0,2026-03-27 08:00:00+00:00,put,0.0003,0.0005,74175.55,,,2026-03-16 14:01:52.680409+00:00
BTC-27MAR26-98000-P,98000.0,2026-03-27 08:00:00+00:00,put,0.318,0.325,74175.92,,,2026-03-16 14:01:52.764187+00:00
BTC-27MAR26-100000-C,100000.0,2026-03-27 08:00:00+00:00,put,0.0002,0.0004,74175.33,,,2026-03-16 14:01:52.847032+00:00
BTC-27MAR26-100000-P,100000.0,2026-03-27 08:00:00+00:00,put,0.345,0.352,74175.92,,,2026-03-16 14:01:52.950629+00:00
BTC-27MAR26-102000-C,102000.0,2026-03-27 08:00:00+00:00,put,0.0002,0.0004,74175.92,,,2026-03-16 14:01:53.037948+00:00
BTC-27MAR26-102000-P,102000.0,2026-03-27 08:00:00+00:00,put,0.3715,0.3815,74175.92,,,2026-03-16 14:01:53.145226+00:00
BTC-27MAR26-104000-C,104000.0,2026-03-27 08:00:00+00:00,put,0.0002,0.0003,74175.33,,,2026-03-16 14:01:53.258889+00:00
BTC-27MAR26-104000-P,104000.0,2026-03-27 08:00:00+00:00,put,0.398,0.438,74175.92,,,2026-03-16 14:01:53.373756+00:00
BTC-27MAR26-105000-C,105000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74175.92,,,2026-03-16 14:01:53.485849+00:00
BTC-27MAR26-105000-P,105000.0,2026-03-27 08:00:00+00:00,put,0.412,0.4195,74175.92,,,2026-03-16 14:01:53.582102+00:00
BTC-27MAR26-106000-C,106000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74175.33,,,2026-03-16 14:01:53.674865+00:00
BTC-27MAR26-106000-P,106000.0,2026-03-27 08:00:00+00:00,put,0.425,0.464,74175.66,,,2026-03-16 14:01:53.776982+00:00
BTC-27MAR26-108000-C,108000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74175.66,,,2026-03-16 14:01:53.867485+00:00
BTC-27MAR26-108000-P,108000.0,2026-03-27 08:00:00+00:00,put,0.4515,0.4685,74175.66,,,2026-03-16 14:01:53.957710+00:00
BTC-27MAR26-110000-C,110000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74175.66,,,2026-03-16 14:01:54.043214+00:00
BTC-27MAR26-110000-P,110000.0,2026-03-27 08:00:00+00:00,put,0.4795,0.487,74175.66,,,2026-03-16 14:01:54.154328+00:00
BTC-27MAR26-112000-C,112000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74175.81,,,2026-03-16 14:01:54.249159+00:00
BTC-27MAR26-112000-P,112000.0,2026-03-27 08:00:00+00:00,put,0.506,0.514,74175.81,,,2026-03-16 14:01:54.338170+00:00
BTC-27MAR26-114000-C,114000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0002,74175.66,,,2026-03-16 14:01:54.429484+00:00
BTC-27MAR26-114000-P,114000.0,2026-03-27 08:00:00+00:00,put,0.5325,0.5795,74175.66,,,2026-03-16 14:01:54.522553+00:00
BTC-27MAR26-115000-C,115000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0002,74175.66,,,2026-03-16 14:01:54.621400+00:00
BTC-27MAR26-115000-P,115000.0,2026-03-27 08:00:00+00:00,put,0.5465,0.5545,74178.31,,,2026-03-16 14:01:54.712232+00:00
BTC-27MAR26-120000-C,120000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0002,74178.31,,,2026-03-16 14:01:54.810437+00:00
BTC-27MAR26-120000-P,120000.0,2026-03-27 08:00:00+00:00,put,0.614,0.622,74178.31,,,2026-03-16 14:01:54.898018+00:00
BTC-27MAR26-125000-P,125000.0,2026-03-27 08:00:00+00:00,put,0.681,0.69,74178.31,,,2026-03-16 14:01:55.136748+00:00
BTC-27MAR26-130000-P,130000.0,2026-03-27 08:00:00+00:00,put,0.7485,0.7575,74175.83,,,2026-03-16 14:01:55.328772+00:00
BTC-27MAR26-135000-P,135000.0,2026-03-27 08:00:00+00:00,put,0.8155,0.825,74175.83,,,2026-03-16 14:01:55.531614+00:00
BTC-27MAR26-140000-P,140000.0,2026-03-27 08:00:00+00:00,put,0.8815,0.9235,74185.44,,,2026-03-16 14:01:55.726904+00:00
BTC-27MAR26-145000-P,145000.0,2026-03-27 08:00:00+00:00,put,0.9415,1.0405,74178.53,,,2026-03-16 14:01:55.935223+00:00
BTC-27MAR26-150000-P,150000.0,2026-03-27 08:00:00+00:00,put,0.948,1.111,74185.44,,,2026-03-16 14:01:56.134184+00:00
BTC-27MAR26-155000-P,155000.0,2026-03-27 08:00:00+00:00,put,1.011,1.181,74185.44,,,2026-03-16 14:01:56.324530+00:00
BTC-27MAR26-160000-P,160000.0,2026-03-27 08:00:00+00:00,put,1.1515,1.163,74178.53,,,2026-03-16 14:01:56.525131+00:00
BTC-27MAR26-170000-P,170000.0,2026-03-27 08:00:00+00:00,put,1.286,1.2985,74185.44,,,2026-03-16 14:01:56.712691+00:00
BTC-27MAR26-180000-P,180000.0,2026-03-27 08:00:00+00:00,put,1.335,1.5325,74193.06,,,2026-03-16 14:01:56.933825+00:00
BTC-27MAR26-190000-P,190000.0,2026-03-27 08:00:00+00:00,put,1.4645,1.673,74193.06,,,2026-03-16 14:01:57.119339+00:00
BTC-27MAR26-200000-P,200000.0,2026-03-27 08:00:00+00:00,put,1.5965,1.8135,74193.06,,,2026-03-16 14:01:57.350130+00:00
BTC-27MAR26-210000-P,210000.0,2026-03-27 08:00:00+00:00,put,1.7245,1.954,74185.67,,,2026-03-16 14:01:57.531488+00:00
BTC-27MAR26-220000-P,220000.0,2026-03-27 08:00:00+00:00,put,1.856,2.095,74207.74,,,2026-03-16 14:01:57.759875+00:00
BTC-27MAR26-230000-P,230000.0,2026-03-27 08:00:00+00:00,put,1.9835,2.2355,74194.14,,,2026-03-16 14:01:57.938404+00:00
BTC-27MAR26-240000-P,240000.0,2026-03-27 08:00:00+00:00,put,2.116,2.376,74207.74,,,2026-03-16 14:01:58.141303+00:00
BTC-27MAR26-260000-P,260000.0,2026-03-27 08:00:00+00:00,put,2.373,2.6575,74207.74,,,2026-03-16 14:01:58.355377+00:00
BTC-27MAR26-280000-P,280000.0,2026-03-27 08:00:00+00:00,put,2.635,2.9385,74207.74,,,2026-03-16 14:01:58.541530+00:00
BTC-27MAR26-300000-P,300000.0,2026-03-27 08:00:00+00:00,put,3.033,3.057,74202.04,,,2026-03-16 14:01:58.763776+00:00
BTC-27MAR26-320000-P,320000.0,2026-03-27 08:00:00+00:00,put,3.302,3.3275,74207.31,,,2026-03-16 14:01:58.964903+00:00
BTC-27MAR26-340000-P,340000.0,2026-03-27 08:00:00+00:00,put,3.571,3.598,74202.04,,,2026-03-16 14:01:59.171032+00:00
BTC-3APR26-60000-C,60000.0,2026-04-03 08:00:00+00:00,put,0.194,0.198,74207.4425,,,2026-03-16 14:01:59.266075+00:00
BTC-3APR26-60000-P,60000.0,2026-04-03 08:00:00+00:00,put,0.0043,0.0047,74215.8925,,,2026-03-16 14:01:59.368238+00:00
BTC-3APR26-64000-C,64000.0,2026-04-03 08:00:00+00:00,put,0.1435,0.148,74229.17,,,2026-03-16 14:01:59.459358+00:00
BTC-3APR26-64000-P,64000.0,2026-04-03 08:00:00+00:00,put,0.008,0.009,74207.4425,,,2026-03-16 14:01:59.580822+00:00
BTC-3APR26-65000-C,65000.0,2026-04-03 08:00:00+00:00,put,0.132,0.1365,74229.17,,,2026-03-16 14:01:59.670157+00:00
BTC-3APR26-65000-P,65000.0,2026-04-03 08:00:00+00:00,put,0.0095,0.0105,74229.17,,,2026-03-16 14:01:59.761929+00:00
BTC-3APR26-66000-C,66000.0,2026-04-03 08:00:00+00:00,put,0.119,0.1245,74229.17,,,2026-03-16 14:01:59.861877+00:00
BTC-3APR26-66000-P,66000.0,2026-04-03 08:00:00+00:00,put,0.0115,0.0125,74197.42,,,2026-03-16 14:01:59.954910+00:00
BTC-3APR26-67000-C,67000.0,2026-04-03 08:00:00+00:00,put,0.1095,0.1135,74229.17,,,2026-03-16 14:02:00.034598+00:00
BTC-3APR26-67000-P,67000.0,2026-04-03 08:00:00+00:00,put,0.0135,0.0145,74207.4425,,,2026-03-16 14:02:00.120885+00:00
BTC-3APR26-68000-C,68000.0,2026-04-03 08:00:00+00:00,put,0.0985,0.1025,74229.17,,,2026-03-16 14:02:00.214354+00:00
BTC-3APR26-68000-P,68000.0,2026-04-03 08:00:00+00:00,put,0.016,0.017,74158.895,,,2026-03-16 14:02:00.299624+00:00
BTC-3APR26-69000-C,69000.0,2026-04-03 08:00:00+00:00,put,0.0885,0.092,74229.17,,,2026-03-16 14:02:00.447266+00:00
BTC-3APR26-69000-P,69000.0,2026-04-03 08:00:00+00:00,put,0.0195,0.02,74207.4425,,,2026-03-16 14:02:00.542869+00:00
BTC-3APR26-70000-C,70000.0,2026-04-03 08:00:00+00:00,put,0.079,0.0815,74223.78,,,2026-03-16 14:02:00.624102+00:00
BTC-3APR26-70000-P,70000.0,2026-04-03 08:00:00+00:00,put,0.023,0.0235,74192.46,,,2026-03-16 14:02:00.700255+00:00
BTC-3APR26-71000-C,71000.0,2026-04-03 08:00:00+00:00,put,0.0695,0.0715,74223.78,,,2026-03-16 14:02:00.774466+00:00
BTC-3APR26-71000-P,71000.0,2026-04-03 08:00:00+00:00,put,0.027,0.0275,74183.4825,,,2026-03-16 14:02:00.848477+00:00
BTC-3APR26-72000-C,72000.0,2026-04-03 08:00:00+00:00,put,0.061,0.0625,74223.78,,,2026-03-16 14:02:00.931142+00:00
BTC-3APR26-72000-P,72000.0,2026-04-03 08:00:00+00:00,put,0.0315,0.0325,74197.82,,,2026-03-16 14:02:01.018270+00:00
BTC-3APR26-73000-C,73000.0,2026-04-03 08:00:00+00:00,put,0.053,0.0545,74223.78,,,2026-03-16 14:02:01.105605+00:00
BTC-3APR26-73000-P,73000.0,2026-04-03 08:00:00+00:00,put,0.037,0.0375,74229.17,,,2026-03-16 14:02:01.208522+00:00
BTC-3APR26-74000-C,74000.0,2026-04-03 08:00:00+00:00,put,0.0455,0.047,74223.78,,,2026-03-16 14:02:01.292114+00:00
BTC-3APR26-74000-P,74000.0,2026-04-03 08:00:00+00:00,put,0.0425,0.0435,74229.17,,,2026-03-16 14:02:01.387228+00:00
BTC-3APR26-75000-C,75000.0,2026-04-03 08:00:00+00:00,put,0.039,0.04,74197.42,,,2026-03-16 14:02:01.480985+00:00
BTC-3APR26-75000-P,75000.0,2026-04-03 08:00:00+00:00,put,0.0495,0.0505,74197.42,,,2026-03-16 14:02:01.564098+00:00
BTC-3APR26-76000-C,76000.0,2026-04-03 08:00:00+00:00,put,0.033,0.034,74197.42,,,2026-03-16 14:02:01.644429+00:00
BTC-3APR26-76000-P,76000.0,2026-04-03 08:00:00+00:00,put,0.0565,0.058,74223.78,,,2026-03-16 14:02:01.738065+00:00
BTC-3APR26-77000-C,77000.0,2026-04-03 08:00:00+00:00,put,0.0275,0.0285,74192.46,,,2026-03-16 14:02:01.822306+00:00
BTC-3APR26-77000-P,77000.0,2026-04-03 08:00:00+00:00,put,0.064,0.0685,74223.78,,,2026-03-16 14:02:01.924432+00:00
BTC-3APR26-78000-C,78000.0,2026-04-03 08:00:00+00:00,put,0.0225,0.0235,74229.17,,,2026-03-16 14:02:02.030868+00:00
BTC-3APR26-78000-P,78000.0,2026-04-03 08:00:00+00:00,put,0.073,0.075,74223.78,,,2026-03-16 14:02:02.127333+00:00
BTC-3APR26-80000-C,80000.0,2026-04-03 08:00:00+00:00,put,0.015,0.016,74223.235,,,2026-03-16 14:02:02.230934+00:00
BTC-3APR26-80000-P,80000.0,2026-04-03 08:00:00+00:00,put,0.092,0.096,74223.78,,,2026-03-16 14:02:02.335383+00:00
BTC-3APR26-85000-C,85000.0,2026-04-03 08:00:00+00:00,put,0.005,0.0055,74197.82,,,2026-03-16 14:02:02.430894+00:00
BTC-3APR26-85000-P,85000.0,2026-04-03 08:00:00+00:00,put,0.148,0.1535,74223.235,,,2026-03-16 14:02:02.526458+00:00
BTC-24APR26-40000-C,40000.0,2026-04-24 08:00:00+00:00,put,0.461,0.464,74282.98,,,2026-03-16 14:02:02.621642+00:00
BTC-24APR26-40000-P,40000.0,2026-04-24 08:00:00+00:00,put,0.0009,0.0012,74282.98,,,2026-03-16 14:02:02.711210+00:00
BTC-24APR26-45000-C,45000.0,2026-04-24 08:00:00+00:00,put,0.394,0.398,74282.98,,,2026-03-16 14:02:02.798711+00:00
BTC-24APR26-45000-P,45000.0,2026-04-24 08:00:00+00:00,put,0.0019,0.0022,74282.98,,,2026-03-16 14:02:02.911300+00:00
BTC-24APR26-50000-C,50000.0,2026-04-24 08:00:00+00:00,put,0.327,0.35,74282.98,,,2026-03-16 14:02:02.997980+00:00
BTC-24APR26-50000-P,50000.0,2026-04-24 08:00:00+00:00,put,0.0035,0.0037,74282.98,,,2026-03-16 14:02:03.106921+00:00
BTC-24APR26-52000-C,52000.0,2026-04-24 08:00:00+00:00,put,0.2985,0.3225,74286.52,,,2026-03-16 14:02:03.193996+00:00
BTC-24APR26-52000-P,52000.0,2026-04-24 08:00:00+00:00,put,0.0044,0.0047,74286.52,,,2026-03-16 14:02:03.286003+00:00
BTC-24APR26-54000-C,54000.0,2026-04-24 08:00:00+00:00,put,0.277,0.2805,74286.52,,,2026-03-16 14:02:03.386629+00:00
BTC-24APR26-54000-P,54000.0,2026-04-24 08:00:00+00:00,put,0.0055,0.0065,74282.98,,,2026-03-16 14:02:03.479694+00:00
BTC-24APR26-55000-C,55000.0,2026-04-24 08:00:00+00:00,put,0.2645,0.268,74279.99,,,2026-03-16 14:02:03.564285+00:00
BTC-24APR26-55000-P,55000.0,2026-04-24 08:00:00+00:00,put,0.0065,0.007,74279.99,,,2026-03-16 14:02:03.659953+00:00
BTC-24APR26-56000-C,56000.0,2026-04-24 08:00:00+00:00,put,0.252,0.255,74279.99,,,2026-03-16 14:02:03.773962+00:00
BTC-24APR26-56000-P,56000.0,2026-04-24 08:00:00+00:00,put,0.007,0.008,74283.46,,,2026-03-16 14:02:03.869869+00:00
BTC-24APR26-57000-C,57000.0,2026-04-24 08:00:00+00:00,put,0.2375,0.2425,74283.46,,,2026-03-16 14:02:03.961928+00:00
BTC-24APR26-57000-P,57000.0,2026-04-24 08:00:00+00:00,put,0.008,0.009,74283.46,,,2026-03-16 14:02:04.050947+00:00
BTC-24APR26-58000-C,58000.0,2026-04-24 08:00:00+00:00,put,0.227,0.2305,74283.46,,,2026-03-16 14:02:04.130244+00:00
BTC-24APR26-58000-P,58000.0,2026-04-24 08:00:00+00:00,put,0.009,0.01,74279.99,,,2026-03-16 14:02:04.216189+00:00
BTC-24APR26-59000-C,59000.0,2026-04-24 08:00:00+00:00,put,0.2145,0.218,74283.46,,,2026-03-16 14:02:04.303030+00:00
BTC-24APR26-59000-P,59000.0,2026-04-24 08:00:00+00:00,put,0.0105,0.011,74279.99,,,2026-03-16 14:02:04.399264+00:00
BTC-24APR26-60000-C,60000.0,2026-04-24 08:00:00+00:00,put,0.2025,0.206,74279.99,,,2026-03-16 14:02:04.487228+00:00
BTC-24APR26-60000-P,60000.0,2026-04-24 08:00:00+00:00,put,0.012,0.0125,74277.56,,,2026-03-16 14:02:04.590953+00:00
BTC-24APR26-61000-C,61000.0,2026-04-24 08:00:00+00:00,put,0.191,0.1945,74277.56,,,2026-03-16 14:02:04.675884+00:00
