instrument_name,strike,expiry_date,option_type,best_bid_price,best_ask_price,underlying_price,mark_iv,funding_rate,timestamp
BTC-27MAR26-67000-P,67000.0,2026-03-27 08:00:00+00:00,put,0.0085,0.009,74117.01,,,2026-03-16 13:59:55.725259+00:00
BTC-27MAR26-68000-C,68000.0,2026-03-27 08:00:00+00:00,put,0.092,0.0945,74117.01,,,2026-03-16 13:59:55.804689+00:00
BTC-27MAR26-68000-P,68000.0,2026-03-27 08:00:00+00:00,put,0.0105,0.011,74110.9,,,2026-03-16 13:59:55.879946+00:00
BTC-27MAR26-69000-C,69000.0,2026-03-27 08:00:00+00:00,put,0.081,0.0835,74117.01,,,2026-03-16 13:59:55.955954+00:00
BTC-27MAR26-69000-P,69000.0,2026-03-27 08:00:00+00:00,put,0.013,0.0135,74110.9,,,2026-03-16 13:59:56.039773+00:00
BTC-27MAR26-70000-C,70000.0,2026-03-27 08:00:00+00:00,put,0.071,0.0725,74117.01,,,2026-03-16 13:59:56.128575+00:00
BTC-27MAR26-70000-P,70000.0,2026-03-27 08:00:00+00:00,put,0.0155,0.0165,74117.01,,,2026-03-16 13:59:56.208999+00:00
BTC-27MAR26-71000-C,71000.0,2026-03-27 08:00:00+00:00,put,0.061,0.0625,74117.01,,,2026-03-16 13:59:56.280567+00:00
BTC-27MAR26-71000-P,71000.0,2026-03-27 08:00:00+00:00,put,0.019,0.02,74117.01,,,2026-03-16 13:59:56.354262+00:00
BTC-27MAR26-72000-C,72000.0,2026-03-27 08:00:00+00:00,put,0.052,0.0535,74135.66,,,2026-03-16 13:59:56.428363+00:00
BTC-27MAR26-72000-P,72000.0,2026-03-27 08:00:00+00:00,put,0.0235,0.0245,74118.02,,,2026-03-16 13:59:56.499094+00:00
BTC-27MAR26-73000-C,73000.0,2026-03-27 08:00:00+00:00,put,0.0435,0.045,74135.66,,,2026-03-16 13:59:56.570305+00:00
BTC-27MAR26-73000-P,73000.0,2026-03-27 08:00:00+00:00,put,0.0285,0.0295,74118.02,,,2026-03-16 13:59:56.647264+00:00
BTC-27MAR26-74000-C,74000.0,2026-03-27 08:00:00+00:00,put,0.036,0.037,74118.02,,,2026-03-16 13:59:56.713973+00:00
BTC-27MAR26-74000-P,74000.0,2026-03-27 08:00:00+00:00,put,0.0345,0.0355,74135.66,,,2026-03-16 13:59:56.803059+00:00
BTC-27MAR26-75000-C,75000.0,2026-03-27 08:00:00+00:00,put,0.0295,0.0305,74135.66,,,2026-03-16 13:59:56.878002+00:00
BTC-27MAR26-75000-P,75000.0,2026-03-27 08:00:00+00:00,put,0.041,0.042,74135.66,,,2026-03-16 13:59:56.951820+00:00
BTC-27MAR26-76000-C,76000.0,2026-03-27 08:00:00+00:00,put,0.0235,0.0245,74135.66,,,2026-03-16 13:59:57.027711+00:00
BTC-27MAR26-76000-P,76000.0,2026-03-27 08:00:00+00:00,put,0.0485,0.05,74135.66,,,2026-03-16 13:59:57.105270+00:00
BTC-27MAR26-77000-C,77000.0,2026-03-27 08:00:00+00:00,put,0.019,0.0195,74135.66,,,2026-03-16 13:59:57.182197+00:00
BTC-27MAR26-77000-P,77000.0,2026-03-27 08:00:00+00:00,put,0.057,0.0595,74135.66,,,2026-03-16 13:59:57.260023+00:00
BTC-27MAR26-78000-C,78000.0,2026-03-27 08:00:00+00:00,put,0.0145,0.0155,74135.66,,,2026-03-16 13:59:57.333290+00:00
BTC-27MAR26-78000-P,78000.0,2026-03-27 08:00:00+00:00,put,0.066,0.069,74142.51,,,2026-03-16 13:59:57.416732+00:00
BTC-27MAR26-80000-C,80000.0,2026-03-27 08:00:00+00:00,put,0.0085,0.0095,74142.51,,,2026-03-16 13:59:57.506646+00:00
BTC-27MAR26-80000-P,80000.0,2026-03-27 08:00:00+00:00,put,0.086,0.091,74136.21,,,2026-03-16 13:59:57.579021+00:00
BTC-27MAR26-82000-C,82000.0,2026-03-27 08:00:00+00:00,put,0.0049,0.0055,74142.51,,,2026-03-16 13:59:57.671612+00:00
BTC-27MAR26-82000-P,82000.0,2026-03-27 08:00:00+00:00,put,0.109,0.114,74142.51,,,2026-03-16 13:59:57.745196+00:00
BTC-27MAR26-84000-C,84000.0,2026-03-27 08:00:00+00:00,put,0.0028,0.0031,74142.51,,,2026-03-16 13:59:57.815926+00:00
BTC-27MAR26-84000-P,84000.0,2026-03-27 08:00:00+00:00,put,0.1335,0.139,74142.51,,,2026-03-16 13:59:57.892049+00:00
BTC-27MAR26-85000-C,85000.0,2026-03-27 08:00:00+00:00,put,0.0021,0.0023,74142.51,,,2026-03-16 13:59:57.973318+00:00
BTC-27MAR26-85000-P,85000.0,2026-03-27 08:00:00+00:00,put,0.1465,0.1515,74142.51,,,2026-03-16 13:59:58.046012+00:00
BTC-27MAR26-86000-C,86000.0,2026-03-27 08:00:00+00:00,put,0.0017,0.0018,74142.51,,,2026-03-16 13:59:58.128140+00:00
BTC-27MAR26-86000-P,86000.0,2026-03-27 08:00:00+00:00,put,0.159,0.1645,74142.51,,,2026-03-16 13:59:58.215397+00:00
BTC-27MAR26-88000-C,88000.0,2026-03-27 08:00:00+00:00,put,0.0011,0.0012,74142.51,,,2026-03-16 13:59:58.288694+00:00
BTC-27MAR26-88000-P,88000.0,2026-03-27 08:00:00+00:00,put,0.1855,0.191,74142.51,,,2026-03-16 13:59:58.364443+00:00
BTC-27MAR26-90000-C,90000.0,2026-03-27 08:00:00+00:00,put,0.0007,0.0009,74142.51,,,2026-03-16 13:59:58.441545+00:00
BTC-27MAR26-90000-P,90000.0,2026-03-27 08:00:00+00:00,put,0.2115,0.2175,74146.07,,,2026-03-16 13:59:58.523989+00:00
BTC-27MAR26-92000-C,92000.0,2026-03-27 08:00:00+00:00,put,0.0005,0.0008,74142.7,,,2026-03-16 13:59:58.597335+00:00
BTC-27MAR26-92000-P,92000.0,2026-03-27 08:00:00+00:00,put,0.238,0.2445,74146.07,,,2026-03-16 13:59:58.673263+00:00
BTC-27MAR26-94000-C,94000.0,2026-03-27 08:00:00+00:00,put,0.0004,0.0006,74146.07,,,2026-03-16 13:59:58.753701+00:00
BTC-27MAR26-94000-P,94000.0,2026-03-27 08:00:00+00:00,put,0.265,0.2715,74146.07,,,2026-03-16 13:59:58.826930+00:00
BTC-27MAR26-95000-C,95000.0,2026-03-27 08:00:00+00:00,put,0.0004,0.0006,74146.07,,,2026-03-16 13:59:58.925976+00:00
BTC-27MAR26-95000-P,95000.0,2026-03-27 08:00:00+00:00,put,0.2785,0.285,74142.7,,,2026-03-16 13:59:59.006879+00:00
BTC-27MAR26-96000-C,96000.0,2026-03-27 08:00:00+00:00,put,0.0003,0.0005,74146.07,,,2026-03-16 13:59:59.081642+00:00
BTC-27MAR26-96000-P,96000.0,2026-03-27 08:00:00+00:00,put,0.292,0.2985,74146.07,,,2026-03-16 13:59:59.166853+00:00
BTC-27MAR26-98000-C,98000.0,2026-03-27 08:00:00+00:00,put,0.0003,0.0005,74146.07,,,2026-03-16 13:59:59.249969+00:00
BTC-27MAR26-98000-P,98000.0,2026-03-27 08:00:00+00:00,put,0.319,0.3255,74142.7,,,2026-03-16 13:59:59.324452+00:00
BTC-27MAR26-100000-C,100000.0,2026-03-27 08:00:00+00:00,put,0.0002,0.0004,74146.48,,,2026-03-16 13:59:59.411369+00:00
BTC-27MAR26-100000-P,100000.0,2026-03-27 08:00:00+00:00,put,0.3455,0.3525,74157.04,,,2026-03-16 13:59:59.493240+00:00
BTC-27MAR26-102000-C,102000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0004,74157.04,,,2026-03-16 13:59:59.577918+00:00
BTC-27MAR26-102000-P,102000.0,2026-03-27 08:00:00+00:00,put,0.372,0.3825,74157.04,,,2026-03-16 13:59:59.665596+00:00
BTC-27MAR26-104000-C,104000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74146.48,,,2026-03-16 13:59:59.744268+00:00
BTC-27MAR26-104000-P,104000.0,2026-03-27 08:00:00+00:00,put,0.3985,0.4435,74157.04,,,2026-03-16 13:59:59.820458+00:00
BTC-27MAR26-105000-C,105000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74157.04,,,2026-03-16 13:59:59.894758+00:00
BTC-27MAR26-105000-P,105000.0,2026-03-27 08:00:00+00:00,put,0.4125,0.42,74157.04,,,2026-03-16 13:59:59.972300+00:00
BTC-27MAR26-106000-C,106000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74146.48,,,2026-03-16 14:00:00.044061+00:00
BTC-27MAR26-106000-P,106000.0,2026-03-27 08:00:00+00:00,put,0.4255,0.4655,74157.04,,,2026-03-16 14:00:00.122897+00:00
BTC-27MAR26-108000-C,108000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74157.04,,,2026-03-16 14:00:00.204192+00:00
BTC-27MAR26-108000-P,108000.0,2026-03-27 08:00:00+00:00,put,0.4525,0.4795,74157.04,,,2026-03-16 14:00:00.286622+00:00
BTC-27MAR26-110000-C,110000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74157.04,,,2026-03-16 14:00:00.380940+00:00
BTC-27MAR26-110000-P,110000.0,2026-03-27 08:00:00+00:00,put,0.48,0.4875,74157.04,,,2026-03-16 14:00:00.454441+00:00
BTC-27MAR26-112000-C,112000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0003,74157.26,,,2026-03-16 14:00:00.531669+00:00
BTC-27MAR26-112000-P,112000.0,2026-03-27 08:00:00+00:00,put,0.507,0.5145,74157.26,,,2026-03-16 14:00:00.612533+00:00
BTC-27MAR26-114000-C,114000.0,2026-03-27 08:00:00+00:00,put,0.0001,0.0002,74161.13,,,2026-03-16 14:00:00.691024+00:00
BTC-27MAR26-114000-P,114000.0,2026-03-27 08:00:00+00:00,put,0.533,0.5815,74161.13,,,2026-03-16 14:00:00.766638+00:00
BTC-27MAR26-115000-P,115000.0,2026-03-27 08:00:00+00:00,put,0.547,0.555,74161.13,,,2026-03-16 14:00:00.929545+00:00
BTC-27MAR26-120000-P,120000.0,2026-03-27 08:00:00+00:00,put,0.6145,0.623,74161.13,,,2026-03-16 14:00:01.108062+00:00
BTC-27MAR26-125000-P,125000.0,2026-03-27 08:00:00+00:00,put,0.6815,0.6905,74161.13,,,2026-03-16 14:00:01.262530+00:00
BTC-27MAR26-130000-P,130000.0,2026-03-27 08:00:00+00:00,put,0.749,0.758,74161.77,,,2026-03-16 14:00:01.431931+00:00
BTC-27MAR26-135000-P,135000.0,2026-03-27 08:00:00+00:00,put,0.816,0.8255,74161.77,,,2026-03-16 14:00:01.591975+00:00
BTC-27MAR26-140000-P,140000.0,2026-03-27 08:00:00+00:00,put,0.8825,0.9285,74172.89,,,2026-03-16 14:00:01.750516+00:00
BTC-27MAR26-145000-P,145000.0,2026-03-27 08:00:00+00:00,put,0.9315,1.0405,74161.77,,,2026-03-16 14:00:01.926912+00:00
BTC-27MAR26-150000-P,150000.0,2026-03-27 08:00:00+00:00,put,0.948,1.111,74172.89,,,2026-03-16 14:00:02.089300+00:00
BTC-27MAR26-155000-P,155000.0,2026-03-27 08:00:00+00:00,put,1.0125,1.181,74172.89,,,2026-03-16 14:00:02.264349+00:00
BTC-27MAR26-160000-P,160000.0,2026-03-27 08:00:00+00:00,put,1.1525,1.164,74172.94,,,2026-03-16 14:00:02.427064+00:00
BTC-27MAR26-170000-P,170000.0,2026-03-27 08:00:00+00:00,put,1.287,1.299,74175.61,,,2026-03-16 14:00:02.607834+00:00
BTC-27MAR26-180000-P,180000.0,2026-03-27 08:00:00+00:00,put,1.337,1.5325,74175.61,,,2026-03-16 14:00:02.771894+00:00
BTC-27MAR26-190000-P,190000.0,2026-03-27 08:00:00+00:00,put,1.467,1.673,74175.61,,,2026-03-16 14:00:02.952024+00:00
BTC-27MAR26-200000-P,200000.0,2026-03-27 08:00:00+00:00,put,1.5965,1.8135,74175.61,,,2026-03-16 14:00:03.130776+00:00
BTC-27MAR26-210000-P,210000.0,2026-03-27 08:00:00+00:00,put,1.7265,1.954,74172.94,,,2026-03-16 14:00:03.296903+00:00
BTC-27MAR26-220000-P,220000.0,2026-03-27 08:00:00+00:00,put,1.856,2.095,74172.96,,,2026-03-16 14:00:03.492249+00:00
BTC-27MAR26-230000-P,230000.0,2026-03-27 08:00:00+00:00,put,1.986,2.2355,74175.4,,,2026-03-16 14:00:03.656242+00:00
BTC-27MAR26-240000-P,240000.0,2026-03-27 08:00:00+00:00,put,2.116,2.376,74172.96,,,2026-03-16 14:00:03.817294+00:00
BTC-27MAR26-260000-P,260000.0,2026-03-27 08:00:00+00:00,put,2.3755,2.6575,74172.96,,,2026-03-16 14:00:03.987811+00:00
BTC-27MAR26-280000-P,280000.0,2026-03-27 08:00:00+00:00,put,2.635,2.9385,74172.96,,,2026-03-16 14:00:04.167325+00:00
BTC-27MAR26-300000-P,300000.0,2026-03-27 08:00:00+00:00,put,3.035,3.0585,74172.96,,,2026-03-16 14:00:04.336169+00:00
BTC-27MAR26-320000-P,320000.0,2026-03-27 08:00:00+00:00,put,3.304,3.329,74172.99,,,2026-03-16 14:00:04.504945+00:00
BTC-27MAR26-340000-P,340000.0,2026-03-27 08:00:00+00:00,put,3.5725,3.6,74169.46,,,2026-03-16 14:00:04.653544+00:00
BTC-3APR26-60000-C,60000.0,2026-04-03 08:00:00+00:00,put,0.1935,0.197,74197.3725,,,2026-03-16 14:00:04.734756+00:00
BTC-3APR26-60000-P,60000.0,2026-04-03 08:00:00+00:00,put,0.0044,0.0048,74179.2975,,,2026-03-16 14:00:04.811602+00:00
BTC-3APR26-64000-C,64000.0,2026-04-03 08:00:00+00:00,put,0.143,0.1475,74197.3725,,,2026-03-16 14:00:04.901029+00:00
BTC-3APR26-64000-P,64000.0,2026-04-03 08:00:00+00:00,put,0.0085,0.009,74183.74,,,2026-03-16 14:00:04.982887+00:00
BTC-3APR26-65000-C,65000.0,2026-04-03 08:00:00+00:00,put,0.132,0.1355,74183.74,,,2026-03-16 14:00:05.071806+00:00
BTC-3APR26-65000-P,65000.0,2026-04-03 08:00:00+00:00,put,0.01,0.0105,74139.7575,,,2026-03-16 14:00:05.157322+00:00
BTC-3APR26-66000-C,66000.0,2026-04-03 08:00:00+00:00,put,0.1195,0.124,74197.3725,,,2026-03-16 14:00:05.233742+00:00
BTC-3APR26-66000-P,66000.0,2026-04-03 08:00:00+00:00,put,0.0115,0.0125,74183.74,,,2026-03-16 14:00:05.310879+00:00
BTC-3APR26-67000-C,67000.0,2026-04-03 08:00:00+00:00,put,0.109,0.1125,74194.905,,,2026-03-16 14:00:05.397499+00:00
BTC-3APR26-67000-P,67000.0,2026-04-03 08:00:00+00:00,put,0.014,0.0145,74139.7575,,,2026-03-16 14:00:05.474163+00:00
BTC-3APR26-68000-C,68000.0,2026-04-03 08:00:00+00:00,put,0.0985,0.1015,74194.905,,,2026-03-16 14:00:05.554645+00:00
BTC-3APR26-68000-P,68000.0,2026-04-03 08:00:00+00:00,put,0.0165,0.0175,74139.7575,,,2026-03-16 14:00:05.645011+00:00
BTC-3APR26-69000-C,69000.0,2026-04-03 08:00:00+00:00,put,0.0875,0.091,74190.605,,,2026-03-16 14:00:05.722892+00:00
BTC-3APR26-69000-P,69000.0,2026-04-03 08:00:00+00:00,put,0.0195,0.0205,74194.905,,,2026-03-16 14:00:05.803736+00:00
BTC-3APR26-70000-C,70000.0,2026-04-03 08:00:00+00:00,put,0.0785,0.081,74194.86,,,2026-03-16 14:00:05.877056+00:00
BTC-3APR26-70000-P,70000.0,2026-04-03 08:00:00+00:00,put,0.023,0.024,74194.86,,,2026-03-16 14:00:05.956637+00:00
BTC-3APR26-71000-C,71000.0,2026-04-03 08:00:00+00:00,put,0.0695,0.0715,74194.905,,,2026-03-16 14:00:06.028891+00:00
BTC-3APR26-71000-P,71000.0,2026-04-03 08:00:00+00:00,put,0.027,0.028,74190.605,,,2026-03-16 14:00:06.103887+00:00
BTC-3APR26-72000-C,72000.0,2026-04-03 08:00:00+00:00,put,0.061,0.0625,74194.905,,,2026-03-16 14:00:06.182488+00:00
BTC-3APR26-72000-P,72000.0,2026-04-03 08:00:00+00:00,put,0.032,0.033,74194.86,,,2026-03-16 14:00:06.265525+00:00
BTC-3APR26-73000-C,73000.0,2026-04-03 08:00:00+00:00,put,0.0525,0.054,74194.905,,,2026-03-16 14:00:06.361956+00:00
BTC-3APR26-73000-P,73000.0,2026-04-03 08:00:00+00:00,put,0.037,0.038,74194.86,,,2026-03-16 14:00:06.441203+00:00
BTC-3APR26-74000-C,74000.0,2026-04-03 08:00:00+00:00,put,0.045,0.0465,74190.605,,,2026-03-16 14:00:06.515091+00:00
BTC-3APR26-74000-P,74000.0,2026-04-03 08:00:00+00:00,put,0.043,0.044,74190.605,,,2026-03-16 14:00:06.592920+00:00
BTC-3APR26-75000-C,75000.0,2026-04-03 08:00:00+00:00,put,0.0385,0.0395,74194.86,,,2026-03-16 14:00:06.685732+00:00
BTC-3APR26-75000-P,75000.0,2026-04-03 08:00:00+00:00,put,0.05,0.051,74190.605,,,2026-03-16 14:00:06.768620+00:00
BTC-3APR26-76000-C,76000.0,2026-04-03 08:00:00+00:00,put,0.0325,0.0335,74184.445,,,2026-03-16 14:00:06.846385+00:00
BTC-3APR26-76000-P,76000.0,2026-04-03 08:00:00+00:00,put,0.057,0.0585,74194.86,,,2026-03-16 14:00:06.925449+00:00
BTC-3APR26-77000-C,77000.0,2026-04-03 08:00:00+00:00,put,0.027,0.028,74190.605,,,2026-03-16 14:00:07.001335+00:00
BTC-3APR26-77000-P,77000.0,2026-04-03 08:00:00+00:00,put,0.0645,0.0675,74190.605,,,2026-03-16 14:00:07.106957+00:00
BTC-3APR26-78000-C,78000.0,2026-04-03 08:00:00+00:00,put,0.0225,0.0235,74095.2125,,,2026-03-16 14:00:07.184982+00:00
BTC-3APR26-78000-P,78000.0,2026-04-03 08:00:00+00:00,put,0.0735,0.0765,74194.905,,,2026-03-16 14:00:07.269273+00:00
BTC-3APR26-80000-C,80000.0,2026-04-03 08:00:00+00:00,put,0.015,0.016,74113.7025,,,2026-03-16 14:00:07.370361+00:00
BTC-3APR26-80000-P,80000.0,2026-04-03 08:00:00+00:00,put,0.093,0.096,74184.445,,,2026-03-16 14:00:07.473777+00:00
BTC-3APR26-85000-C,85000.0,2026-04-03 08:00:00+00:00,put,0.005,0.0055,74184.445,,,2026-03-16 14:00:07.640358+00:00
BTC-3APR26-85000-P,85000.0,2026-04-03 08:00:00+00:00,put,0.149,0.1565,74184.445,,,2026-03-16 14:00:07.729698+00:00
BTC-24APR26-40000-C,40000.0,2026-04-24 08:00:00+00:00,put,0.46,0.464,74226.0,,,2026-03-16 14:00:07.819929+00:00
BTC-24APR26-40000-P,40000.0,2026-04-24 08:00:00+00:00,put,0.0009,0.0012,74226.0,,,2026-03-16 14:00:07.907835+00:00
BTC-24APR26-45000-C,45000.0,2026-04-24 08:00:00+00:00,put,0.3935,0.3975,74226.0,,,2026-03-16 14:00:08.002547+00:00
BTC-24APR26-45000-P,45000.0,2026-04-24 08:00:00+00:00,put,0.0019,0.0022,74226.0,,,2026-03-16 14:00:08.082941+00:00
BTC-24APR26-50000-C,50000.0,2026-04-24 08:00:00+00:00,put,0.317,0.3515,74226.0,,,2026-03-16 14:00:08.168531+00:00
BTC-24APR26-50000-P,50000.0,2026-04-24 08:00:00+00:00,put,0.0035,0.0037,74226.0,,,2026-03-16 14:00:08.247488+00:00
BTC-24APR26-52000-C,52000.0,2026-04-24 08:00:00+00:00,put,0.289,0.3255,74237.35,,,2026-03-16 14:00:08.335187+00:00
BTC-24APR26-52000-P,52000.0,2026-04-24 08:00:00+00:00,put,0.0045,0.0048,74225.94,,,2026-03-16 14:00:08.451861+00:00
BTC-24APR26-54000-C,54000.0,2026-04-24 08:00:00+00:00,put,0.277,0.2805,74225.94,,,2026-03-16 14:00:08.532774+00:00
BTC-24APR26-54000-P,54000.0,2026-04-24 08:00:00+00:00,put,0.0055,0.006,74227.32,,,2026-03-16 14:00:08.606563+00:00
BTC-24APR26-55000-C,55000.0,2026-04-24 08:00:00+00:00,put,0.264,0.2675,74227.32,,,2026-03-16 14:00:08.690915+00:00
BTC-24APR26-55000-P,55000.0,2026-04-24 08:00:00+00:00,put,0.0065,0.007,74227.32,,,2026-03-16 14:00:08.779768+00:00
BTC-24APR26-56000-C,56000.0,2026-04-24 08:00:00+00:00,put,0.251,0.255,74227.32,,,2026-03-16 14:00:08.858929+00:00
BTC-24APR26-56000-P,56000.0,2026-04-24 08:00:00+00:00,put,0.0075,0.008,74225.94,,,2026-03-16 14:00:08.933804+00:00
BTC-24APR26-57000-C,57000.0,2026-04-24 08:00:00+00:00,put,0.238,0.2425,74225.94,,,2026-03-16 14:00:09.013798+00:00
BTC-24APR26-57000-P,57000.0,2026-04-24 08:00:00+00:00,put,0.008,0.009,74225.94,,,2026-03-16 14:00:09.094843+00:00
BTC-24APR26-58000-C,58000.0,2026-04-24 08:00:00+00:00,put,0.226,0.2305,74225.94,,,2026-03-16 14:00:09.173405+00:00
BTC-24APR26-58000-P,58000.0,2026-04-24 08:00:00+00:00,put,0.0095,0.01,74227.32,,,2026-03-16 14:00:09.247541+00:00
BTC-24APR26-59000-C,59000.0,2026-04-24 08:00:00+00:00,put,0.2145,0.218,74225.94,,,2026-03-16 14:00:09.325501+00:00
BTC-24APR26-59000-P,59000.0,2026-04-24 08:00:00+00:00,put,0.0105,0.011,74229.28,,,2026-03-16 14:00:09.411945+00:00
BTC-24APR26-60000-C,60000.0,2026-04-24 08:00:00+00:00,put,0.202,0.206,74229.28,,,2026-03-16 14:00:09.507233+00:00
BTC-24APR26-60000-P,60000.0,2026-04-24 08:00:00+00:00,put,0.012,0.013,74227.17,,,2026-03-16 14:00:09.587379+00:00
BTC-24APR26-61000-C,61000.0,2026-04-24 08:00:00+00:00,put,0.1905,0.194,74229.28,,,2026-03-16 14:00:09.660359+00:00
BTC-24APR26-61000-P,61000.0,2026-04-24 08:00:00+00:00,put,0.0135,0.0145,74229.28,,,2026-03-16 14:00:09.737521+00:00
BTC-24APR26-62000-C,62000.0,2026-04-24 08:00:00+00:00,put,0.179,0.1825,74229.28,,,2026-03-16 14:00:09.812482+00:00
